Last_name,first_name,middle_name,UID,Applicants_only_sem,email,birthdate,major,program_code,advisor,street1,street2,street3,city,state,zip,country,degree_name,Applicants_only_GRE_v,Applicants_only_GRE_a,Applicants_only_GRE_q,Applicants_only_GRE_v_percentile,Applicants_only_GRE_a_percentile,Applicants_only_GRE_q_percentile,Applicants_only_rating,Applicants_only_TWE,Applicants_only_TOEFL,Applicants_only_GMAT,Applicants_only_MAT_Miller,Applicants_only_MAT_New_Miller_New_Score_range,Applicants_only_LSAT,Certification_if_applicable,Special_Program_if_applicable,Applicants_only_GRE_Subject_Score,Applicants_only_GRE_Subject_Percentile,Applicants_only_GRE_Subject_Name,Applicants_only_Dept_Admission_Dec,Applicants_only_GS_Admission_Dec,Applicants_only_Dept_provision_codes,Applicants_only_GS_provision_codes,Applicants_only_GPA_Undergrad,Home_Phone,Work_Phone,Is_International,Applicants_only_ASF_Submit,Applicants_only_Recommendation_1_Name,Applicants_only_Recommendation_1_Received,Applicants_only_Recommendation_2_Name,Applicants_only_Recommendation_2_Received,Applicants_only_Recommendation_3_Name,Applicants_only_Recommendation_3_Received,Local_address_street1,Local_address_street2,Local_address_street3,Local_address_city,Local_address_state,Local_address_zip,Local_address_country,Applicants_only_Num_Publications,Last_Undergrad_Univ_code,Applicants_only_Last_Undergrad_univs_Tier,Last_Undergrad_univs_Long_Name,Applicants_only_Last_Undergrad_univs_ASF_entered_GPA,Applicants_only_Last_Undergrad_Univ_ASF_entered_Major_Department,Applicants_only_Last_Undergrad_if_available_Transcript_Received,Applicants_only_Last_Graduate_Univ_code,Applicants_only_Last_Graduate_univs_Tier,Applicants_only_Last_Graduate_univs_Long_Name,Applicants_only_Last_Graduate_univs_ASF_entered_GPA,Applicants_only_Last_Graduate_Univ_ASF_entered_Major_Department,Applicants_only_Last_Graduate_if_available_Transcript_Received,Applicants_only_Research_Interest_1,Applicants_only_Research_Interest_2,Applicants_only_Research_Interest_3,Applicants_only_Research_Interest_4,visa,sex,race,citizenship,Applicants_only_Interview_Audition_Scheduled_Date,Applicants_only_Interview_Audition_Scheduled_Location,Applicants_only_Interview_Audition_Primary_Request_Date,Applicants_only_Interview_Audition_Secondary_Request_Date,Applicants_only_ASF_Checkbox_reponse,Applicants_only_ASF_TextBox_1_reponse,Applicants_only_ASF_TextBox_2_reponse,Applicants_only_ASF_TextBox_3_reponse,Applicants_only_ASF_TextBox_4_reponse,Applicants_only_ASF_TextBox_5_reponse,Minor,Hometown,hobbies,Buckley_Confidentiality_Code,Birthday,Applicants_only_Evaluations_1,Applicants_only_Evaluations_2,Applicants_only_Evaluations_3,Applicants_only_Evaluations_4,Applicants_only_Evaluations_5,Applicants_only_Evaluations_6,Applicants_only_Evaluations_7,Applicants_only_Evaluations_8,Applicants_only_Evaluations_9,Applicants_only_Evaluations_10,Applicants_only_Evaluations_11,Applicants_only_Evaluations_12,Applicants_only_Evaluations_13,Applicants_only_Evaluations_14,Applicants_only_Aid_Request,Financial_Aid_this_sem_1_Semester,Financial_Aid_this_sem_1_Department_offering,Financial_Aid_this_sem_1_PHR_ID,Financial_Aid_this_sem_1_Type,Financial_Aid_this_sem_2_Semester,Financial_Aid_this_sem_2_Department_offering,Financial_Aid_this_sem_2_PHR_ID,Financial_Aid_this_sem_2_Type,forFuture1,forFuture2,forFuture3,forFuture4,forFuture5,forFuture6,forFuture7,forFuture8,forFuture9,forFuture10,forFuture11,forFuture12,forFuture13,forFuture14,forFuture15,forFuture16,forFuture17,forFuture18,forFuture19,forFuture20
"BECK","LORRAINE",,"a812b591x619",201401,,"Apr 07, 2001","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ISEP-TRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWMAN","LYNN",,"a814b593x621",201401,,"Apr 07, 1997","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-HLTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HAYNES","SALLY",,"a815b594x622",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MCDANIEL","REGINA",,"a817b596x624",201401,,"Apr 07, 1999","PSFM","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"MFL-PUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MENDEZ","ERICA",,"a818b597x625",201401,,"Apr 07, 1999",,"MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office Assistant (20 Hrs/Wk)",,,,,,,,,,,,,,,,,,,
"BUSH","BEATRICE",,"a820b599x627",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VAUGHN","DOLORES",,"a821b600x628",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PARKS","BERNICE",,"a823b602x630",201401,,"Apr 07, 1997","PSFM","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"MFL-PUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAWSON","AUDREY",,"a826b605x633",201401,,"Apr 05, 1998","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Hispanic","USA",,,,,,,,,,,"SOC-HLTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SANTIAGO","YVONNE",,"a827b606x634",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NORRIS","ANNETTE",,"a829b608x636",201401,,"Apr 05, 1998","OTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"MFL-NON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HARDY","JUNE",,"a830b609x637",201401,,"Apr 07, 1997",,"MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOVE","SAMANTHA",,"a831b610x638",201401,,"Apr 07, 1999","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STEELE","MARION",,"a832b611x639",201401,,"Apr 07, 1997","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"MFL-LM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURRY","DANA",,"a838b617x645",201401,,"Apr 07, 2001","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POWERS","STACY",,"a839b618x646",201401,,"Apr 05, 1998","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-CHIL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHULTZ","ANA",,"a841b620x648",201401,,"Apr 07, 1999","OTH","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BARKER","RENEE",,"a843b622x650",201401,,"Apr 07, 1999","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ENV-EN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GUZMAN","IDA",,"a844b623x651",201401,,"Apr 05, 1998","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAGE","VIVIAN",,"a845b624x652",201401,,"Apr 07, 2001","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-TRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUNOZ","ROBERTA",,"a848b627x655",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-HUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BALL","HOLLY",,"a850b629x657",201401,,"Apr 07, 1999","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KELLER","BRITTANY",,"a851b630x658",201401,,"Apr 07, 2001","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"MFL-NON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHANDLER","MELANIE",,"a853b632x660",201401,,"Apr 07, 1997","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"SOC-EDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WEBER","LORETTA",,"a855b634x662",201401,,"Apr 07, 1997","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ENV-CLI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LEONARD","YOLANDA",,"a857b636x664",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WALSH","JEANETTE",,"a860b639x667",201401,,"Apr 07, 1997","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LYONS","LAURIE",,"a862b641x669",201401,,"Apr 07, 1999","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-HLTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RAMSEY","KATIE",,"a863b642x670",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"CORE-MACR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WOLFE","KRISTEN",,"a865b644x672",201401,,"Apr 07, 2001","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHNEIDER","VANESSA",,"a867b646x674",201401,,"Apr 05, 1998","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"CORE-ETH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULLINS","ALMA",,"a871b650x678",201401,,"Apr 07, 1999","NML","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ENV-ETH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BENSON","SUE",,"a872b651x679",201401,,"Apr 07, 2001","ISEP","MAMG","Professor Williams",,,,,,,,"M.P.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHARP","ELSIE",,"a874b653x681",201401,,"Apr 07, 1997","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOWEN","BETH",,"a875b654x682",201401,,"Apr 07, 1999","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DANIEL","JEANNE",,"a877b656x684",201401,,"Apr 07, 1999","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"MFL-PUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BARBER","VICKI",,"a879b658x686",201401,,"Apr 07, 2001","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ENV-CLI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CUMMINGS","CARLA",,"a880b659x687",201401,,"Apr 07, 1999","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HINES","TARA",,"a881b660x688",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BALDWIN","ROSEMARY",,"a883b662x690",201401,,"Apr 07, 1997","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"MFL-PUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRIFFITH","EILEEN",,"a884b663x691",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-TERR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VALDEZ","TERRI",,"a886b665x693",201401,,"Apr 05, 1998","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-HLTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HUBBARD","GERTRUDE",,"a887b666x694",201401,,"Apr 07, 1997","SOC","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-INEQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SALAZAR","LUCY",,"a889b668x696",201401,,"Apr 05, 1998","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"MFL-NON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REEVES","TONYA",,"a892b671x699",201401,,"Apr 07, 1997","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WARNER","ELLA",,"a893b672x700",201401,,"Apr 07, 1997","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STEVENSON","STACEY",,"a895b674x702",201401,,"Apr 07, 2001","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"SOC-COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BURGESS","WILMA",,"a896b675x703",201401,,"Apr 05, 1998","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"ISEP-TRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SANTOS","GINA",,"a898b677x705",201401,,"Apr 07, 2001","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"CORE-QUA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TATE","KRISTIN",,"a901b680x708",201401,,"Apr 07, 1999","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CROSS","JESSIE",,"a904b683x711",201401,,"Apr 05, 1998","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DEV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GARNER","NATALIE",,"a905b684x712",201401,,"Apr 07, 2001","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-DIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MANN","AGNES",,"a907b686x714",201401,,"Apr 07, 1999","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MACK","VERA",,"a908b687x715",201401,,"Apr 07, 1999","ISEP","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-SEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOSS","WILLIE",,"a910b689x717",201401,,"Apr 07, 1999","HLTH","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"SOC-HLTH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THORNTON","CHARLENE",,"a913b692x720",201401,,"Apr 07, 1997","NML","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","African American","USA",,,,,,,,,,,"MFL-NON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DENNIS","BESSIE",,"a915b694x722",201401,,"Apr 07, 1997","ENV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Asian","USA",,,,,,,,,,,"ENV-IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MCGEE","DELORES",,"a916b695x723",201401,,"Apr 07, 2001","IDEV","MAPO","Professor Williams",,,,,,,,"M.P.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MD",,"USA",,,,,,,,,,,,,,,,,,"CB","F","Caucasian","USA",,,,,,,,,,,"ISEP-NPM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
